weeks_on_list,publisher,title,author,contributor,age_group,published_date,list_name
10,Grand Central,A MINUTE TO MIDNIGHT,David Baldacci,by David Baldacci,,2020-02-09,Hardcover Fiction
72,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-02-02,Hardcover Fiction
1,"Little, Brown",LOST,James Patterson and James O Born,by James Patterson and James O. Born,,2020-02-02,Hardcover Fiction
2,Dial,DEAR EDWARD,Ann Napolitano,by Ann Napolitano,,2020-02-02,Hardcover Fiction
3,Putnam,SUCH A FUN AGE,Kiley Reid,by Kiley Reid,,2020-02-02,Hardcover Fiction
14,Doubleday,THE GUARDIANS,John Grisham,by John Grisham,,2020-02-02,Hardcover Fiction
2,Delacorte,MORAL COMPASS,Danielle Steel,by Danielle Steel,,2020-02-02,Hardcover Fiction
17,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-02-02,Hardcover Fiction
33,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-02-02,Hardcover Fiction
15,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-02-02,Hardcover Fiction
2,Riverhead,LONG BRIGHT RIVER,Liz Moore,by Liz Moore,,2020-02-02,Hardcover Fiction
19,Scribner,THE INSTITUTE,Stephen King,by Stephen King,,2020-02-02,Hardcover Fiction
9,Grand Central,A MINUTE TO MIDNIGHT,David Baldacci,by David Baldacci,,2020-02-02,Hardcover Fiction
14,Random House,"OLIVE, AGAIN",Elizabeth Strout,by Elizabeth Strout,,2020-02-02,Hardcover Fiction
12,Delacorte,BLUE MOON,Lee Child,by Lee Child,,2020-02-02,Hardcover Fiction
8,"Little, Brown",CRISS CROSS,James Patterson,by James Patterson,,2020-02-02,Hardcover Fiction
71,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-01-26,Hardcover Fiction
1,Dial,DEAR EDWARD,Ann Napolitano,by Ann Napolitano,,2020-01-26,Hardcover Fiction
1,Delacorte,MORAL COMPASS,Danielle Steel,by Danielle Steel,,2020-01-26,Hardcover Fiction
2,Putnam,SUCH A FUN AGE,Kiley Reid,by Kiley Reid,,2020-01-26,Hardcover Fiction
13,Doubleday,THE GUARDIANS,John Grisham,by John Grisham,,2020-01-26,Hardcover Fiction
1,Riverhead,LONG BRIGHT RIVER,Liz Moore,by Liz Moore,,2020-01-26,Hardcover Fiction
32,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-01-26,Hardcover Fiction
16,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-01-26,Hardcover Fiction
14,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-01-26,Hardcover Fiction
1,Putnam,TREASON,Stuart Woods,by Stuart Woods,,2020-01-26,Hardcover Fiction
18,Scribner,THE INSTITUTE,Stephen King,by Stephen King,,2020-01-26,Hardcover Fiction
7,"Little, Brown",CRISS CROSS,James Patterson,by James Patterson,,2020-01-26,Hardcover Fiction
11,Delacorte,BLUE MOON,Lee Child,by Lee Child,,2020-01-26,Hardcover Fiction
8,Grand Central,A MINUTE TO MIDNIGHT,David Baldacci,by David Baldacci,,2020-01-26,Hardcover Fiction
13,Random House,"OLIVE, AGAIN",Elizabeth Strout,by Elizabeth Strout,,2020-01-26,Hardcover Fiction
70,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-01-19,Hardcover Fiction
12,Doubleday,THE GUARDIANS,John Grisham,by John Grisham,,2020-01-19,Hardcover Fiction
1,Putnam,SUCH A FUN AGE,Kiley Reid,by Kiley Reid,,2020-01-19,Hardcover Fiction
31,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-01-19,Hardcover Fiction
15,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-01-19,Hardcover Fiction
6,"Little, Brown",CRISS CROSS,James Patterson,by James Patterson,,2020-01-19,Hardcover Fiction
17,Scribner,THE INSTITUTE,Stephen King,by Stephen King,,2020-01-19,Hardcover Fiction
13,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-01-19,Hardcover Fiction
7,Grand Central,A MINUTE TO MIDNIGHT,David Baldacci,by David Baldacci,,2020-01-19,Hardcover Fiction
10,Delacorte,BLUE MOON,Lee Child,by Lee Child,,2020-01-19,Hardcover Fiction
14,One World,THE WATER DANCER,Ta-Nehisi Coates,by Ta-Nehisi Coates,,2020-01-19,Hardcover Fiction
16,Nan A. Talese/Doubleday,THE TESTAMENTS,Margaret Atwood,by Margaret Atwood,,2020-01-19,Hardcover Fiction
12,Random House,"OLIVE, AGAIN",Elizabeth Strout,by Elizabeth Strout,,2020-01-19,Hardcover Fiction
9,Doubleday,THE STARLESS SEA,Erin Morgenstern,by Erin Morgenstern,,2020-01-19,Hardcover Fiction
8,Putnam,TWISTED TWENTY-SIX,Janet Evanovich,by Janet Evanovich,,2020-01-19,Hardcover Fiction
69,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-01-12,Hardcover Fiction
11,Doubleday,THE GUARDIANS,John Grisham,by John Grisham,,2020-01-12,Hardcover Fiction
16,Scribner,THE INSTITUTE,Stephen King,by Stephen King,,2020-01-12,Hardcover Fiction
5,"Little, Brown",CRISS CROSS,James Patterson,by James Patterson,,2020-01-12,Hardcover Fiction
15,Nan A. Talese/Doubleday,THE TESTAMENTS,Margaret Atwood,by Margaret Atwood,,2020-01-12,Hardcover Fiction
9,Delacorte,BLUE MOON,Lee Child,by Lee Child,,2020-01-12,Hardcover Fiction
6,Grand Central,A MINUTE TO MIDNIGHT,David Baldacci,by David Baldacci,,2020-01-12,Hardcover Fiction
13,One World,THE WATER DANCER,Ta-Nehisi Coates,by Ta-Nehisi Coates,,2020-01-12,Hardcover Fiction
7,Putnam,TWISTED TWENTY-SIX,Janet Evanovich,by Janet Evanovich,,2020-01-12,Hardcover Fiction
14,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-01-12,Hardcover Fiction
30,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-01-12,Hardcover Fiction
11,Random House,"OLIVE, AGAIN",Elizabeth Strout,by Elizabeth Strout,,2020-01-12,Hardcover Fiction
3,Putnam,TOM CLANCY: CODE OF HONOR,Marc Cameron,by Marc Cameron,,2020-01-12,Hardcover Fiction
12,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-01-12,Hardcover Fiction
8,Doubleday,THE STARLESS SEA,Erin Morgenstern,by Erin Morgenstern,,2020-01-12,Hardcover Fiction
68,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-01-05,Hardcover Fiction
10,Doubleday,THE GUARDIANS,John Grisham,by John Grisham,,2020-01-05,Hardcover Fiction
15,Scribner,THE INSTITUTE,Stephen King,by Stephen King,,2020-01-05,Hardcover Fiction
4,"Little, Brown",CRISS CROSS,James Patterson,by James Patterson,,2020-01-05,Hardcover Fiction
8,Delacorte,BLUE MOON,Lee Child,by Lee Child,,2020-01-05,Hardcover Fiction
5,Grand Central,A MINUTE TO MIDNIGHT,David Baldacci,by David Baldacci,,2020-01-05,Hardcover Fiction
13,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-01-05,Hardcover Fiction
6,Putnam,TWISTED TWENTY-SIX,Janet Evanovich,by Janet Evanovich,,2020-01-05,Hardcover Fiction
29,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-01-05,Hardcover Fiction
14,Nan A. Talese/Doubleday,THE TESTAMENTS,Margaret Atwood,by Margaret Atwood,,2020-01-05,Hardcover Fiction
12,One World,THE WATER DANCER,Ta-Nehisi Coates,by Ta-Nehisi Coates,,2020-01-05,Hardcover Fiction
10,Random House,"OLIVE, AGAIN",Elizabeth Strout,by Elizabeth Strout,,2020-01-05,Hardcover Fiction
11,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-01-05,Hardcover Fiction
7,Doubleday,THE STARLESS SEA,Erin Morgenstern,by Erin Morgenstern,,2020-01-05,Hardcover Fiction
2,Putnam,TOM CLANCY: CODE OF HONOR,Marc Cameron,by Marc Cameron,,2020-01-05,Hardcover Fiction
